Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
ind_181,6/29/2024,India,Delhi,10.7,23,51.4,26,None,Koeppen-D,Arid,Forest,11.8,39.5,S,Summer,6979330,66227936.56,1
ind_182,6/30/2024,India,Delhi,-5.4,31,137.1,371,None,Koeppen-C,Arid,Tundra,-3.9,15.1,NE,Summer,7363295,85699242.76,9
ind_183,7/1/2024,India,Delhi,41.6,86,142.6,47,None,Koeppen-D,Arid,Tundra,45.9,28.7,SE,Summer,1392634,93592269.23,8
ind_184,7/2/2024,India,Delhi,30.2,49,186.6,361,None,Koeppen-A,Arid,Tundra,32.6,19.1,S,Summer,9386747,83495650.44,2
ind_185,7/3/2024,India,Delhi,24.7,76,108.1,257,None,Koeppen-D,Arid,Wetland,28.5,7.2,NW,Summer,7160613,93651410.68,4
ind_186,7/4/2024,India,Delhi,-6.6,34,122.9,484,None,Koeppen-D,Arid,Forest,-4.9,8.8,W,Summer,8501393,1049813.49,8
ind_187,7/5/2024,India,Delhi,28.2,25,188.5,189,Heatwave,Koeppen-A,Arid,Desert,29.4,35.1,NW,Summer,9136951,19917699.48,5
ind_188,7/6/2024,India,Delhi,43,79,36.5,136,Drought,Koeppen-A,Arid,Forest,47,14.1,SE,Summer,801470,56491109.32,5
ind_189,7/7/2024,India,Delhi,41.6,80,98,240,None,Koeppen-B,Arid,Tundra,45.6,9,W,Summer,6081133,91511521.81,6
ind_190,7/8/2024,India,Delhi,18.2,44,27.9,227,None,Koeppen-D,Arid,Desert,20.4,39.5,SE,Summer,966242,59317672.44,7
ind_191,7/9/2024,India,Delhi,38.7,95,131.4,430,None,Koeppen-A,Arid,Wetland,43.5,28.5,W,Summer,6532941,55810830.3,6
ind_192,7/10/2024,India,Delhi,30.1,62,63.2,497,Drought,Koeppen-A,Arid,Desert,33.2,35.6,NE,Summer,3999154,19739371.09,1
ind_193,7/11/2024,India,Delhi,-4.7,36,161.7,308,Flood,Koeppen-B,Arid,Tundra,-2.9,16.3,N,Summer,5180133,20618119.38,10
ind_194,7/12/2024,India,Delhi,4,16,20.6,431,None,Koeppen-D,Arid,Desert,4.8,10.8,NW,Summer,3393064,54871955.91,3
ind_195,7/13/2024,India,Delhi,38.5,52,168.5,73,None,Koeppen-B,Arid,Desert,41.1,32.2,SE,Summer,5261621,99871080.79,7
ind_196,7/14/2024,India,Delhi,34.7,100,20.6,248,None,Koeppen-B,Arid,Desert,39.7,34.4,SW,Summer,7279503,69006219.34,1
ind_197,7/15/2024,India,Delhi,8.5,19,59.7,485,None,Koeppen-C,Arid,Wetland,9.4,13.6,NW,Summer,8368805,26984896.76,4
ind_198,7/16/2024,India,Delhi,0.4,27,196.2,400,None,Koeppen-A,Arid,Tundra,1.8,37.4,E,Summer,7110483,73369704.19,1
ind_199,7/17/2024,India,Delhi,41,88,85.6,454,None,Koeppen-A,Arid,Grassland,45.4,8.2,W,Summer,5969936,35371161.54,4
ind_200,7/18/2024,India,Delhi,29.9,50,137.9,240,None,Koeppen-C,Arid,Grassland,32.4,16.1,W,Summer,5552575,99265454.41,5
ind_201,7/19/2024,India,Delhi,32.3,65,53.8,329,None,Koeppen-C,Arid,Desert,35.5,35.4,W,Summer,6690547,68014614.58,10
ind_202,7/20/2024,India,Delhi,10.5,27,85,484,None,Koeppen-A,Arid,Wetland,11.8,1.4,NE,Summer,4817009,76781505.82,9
ind_203,7/21/2024,India,Delhi,-7.9,25,89.2,248,None,Koeppen-C,Arid,Forest,-6.7,14.6,E,Summer,1861,54972114.95,1
ind_204,7/22/2024,India,Delhi,-5.6,75,113.9,282,None,Koeppen-C,Arid,Grassland,-1.8,35.2,S,Summer,2061610,93522198.13,8
ind_205,7/23/2024,India,Delhi,28.6,31,149.8,337,None,Koeppen-B,Arid,Wetland,30.2,35.2,S,Summer,9553592,94524656.8,4
ind_206,7/24/2024,India,Delhi,14,23,174.4,286,Hurricane,Koeppen-C,Arid,Wetland,15.2,34.7,E,Summer,6200740,44745530.64,1
ind_207,7/25/2024,India,Delhi,-5.5,23,144.6,73,None,Koeppen-C,Arid,Grassland,-4.3,12.9,SW,Summer,5380778,99982540.04,8
ind_208,7/26/2024,India,Delhi,2.2,13,190.4,287,Heatwave,Koeppen-D,Arid,Wetland,2.9,17.8,S,Summer,2223995,49067995.8,6
ind_209,7/27/2024,India,Delhi,22.5,26,108.7,446,Drought,Koeppen-D,Arid,Forest,23.8,29.5,S,Summer,7047100,54192244.52,3
ind_210,7/28/2024,India,Delhi,-7.7,31,133.2,293,None,Koeppen-C,Arid,Wetland,-6.2,29.7,E,Summer,7930075,13666935.13,8
ind_211,7/29/2024,India,Delhi,39.4,86,132.3,372,None,Koeppen-A,Arid,Grassland,43.7,25.3,S,Summer,7069429,84620875.03,3
ind_212,7/30/2024,India,Delhi,-8.4,34,21,417,None,Koeppen-A,Arid,Tundra,-6.7,29.4,N,Summer,656183,91666346.87,6
ind_213,7/31/2024,India,Delhi,1.2,35,130.7,229,None,Koeppen-B,Arid,Grassland,3,31.8,S,Summer,8649273,2209092.7,9
ind_214,8/1/2024,India,Delhi,44.7,96,15,339,None,Koeppen-A,Arid,Desert,49.5,39.2,SE,Summer,7866122,30522030.07,4
ind_215,8/2/2024,India,Delhi,6,88,19.6,284,Hurricane,Koeppen-B,Arid,Grassland,10.4,12.7,NW,Summer,404649,29373495.67,6
ind_216,8/3/2024,India,Delhi,12.8,79,140.7,175,None,Koeppen-C,Arid,Grassland,16.8,30.3,E,Summer,7982156,75351807.16,5
ind_217,8/4/2024,India,Delhi,-4,62,151.4,59,None,Koeppen-D,Arid,Forest,-0.9,36.1,NE,Summer,4713186,35726729.48,7
ind_218,8/5/2024,India,Delhi,19.9,23,25.4,79,None,Koeppen-A,Arid,Forest,21,2.2,E,Summer,233970,76843558.74,6
ind_219,8/6/2024,India,Delhi,0.1,27,70.6,456,None,Koeppen-B,Arid,Desert,1.5,13.2,NW,Summer,6483977,92979928.44,1
ind_220,8/7/2024,India,Delhi,39.1,69,109.8,260,None,Koeppen-C,Arid,Tundra,42.6,4.8,N,Summer,6483220,99261967.02,2
ind_221,8/8/2024,India,Delhi,6.4,54,95.5,259,None,Koeppen-B,Arid,Tundra,9.1,15.7,N,Summer,3007698,28447787.26,8
ind_222,8/9/2024,India,Delhi,33.6,70,178.2,301,Drought,Koeppen-C,Arid,Grassland,37.1,1.3,SW,Summer,6681985,58732261.96,2
ind_223,8/10/2024,India,Delhi,2.7,52,16.2,482,None,Koeppen-D,Arid,Grassland,5.3,18.7,SE,Summer,8214005,22234042.46,4
ind_224,8/11/2024,India,Delhi,11.1,90,128.4,459,None,Koeppen-B,Arid,Tundra,15.6,28.2,S,Summer,1289855,51968567.93,4
ind_225,8/12/2024,India,Delhi,27,100,163.6,195,None,Koeppen-D,Arid,Desert,32,16.7,N,Summer,4130019,98318953.31,4
ind_226,8/13/2024,India,Delhi,30.1,65,175.7,399,None,Koeppen-B,Arid,Desert,33.4,17.9,E,Summer,2518110,20150671.4,4
ind_227,8/14/2024,India,Delhi,-6.8,60,136.7,168,None,Koeppen-A,Arid,Desert,-3.8,30.7,S,Summer,313247,33995846.2,10
ind_228,8/15/2024,India,Delhi,-1.6,38,61.6,465,None,Koeppen-A,Arid,Tundra,0.3,29.4,NE,Summer,5134402,87045039.04,6
ind_229,8/16/2024,India,Delhi,-2.6,86,91.6,393,Flood,Koeppen-C,Arid,Desert,1.7,28.8,SE,Summer,8712949,51927542.3,2
ind_230,8/17/2024,India,Delhi,9.2,66,91.1,376,None,Koeppen-D,Arid,Grassland,12.5,25.7,SW,Summer,5860015,15574840.11,9
ind_231,8/18/2024,India,Delhi,31.7,24,68.1,392,None,Koeppen-C,Arid,Desert,32.9,35.6,SE,Summer,1498114,49122083.46,2
ind_232,8/19/2024,India,Delhi,22.1,14,38.8,468,None,Koeppen-A,Arid,Tundra,22.8,4.3,S,Summer,3429911,64884786.31,4
ind_233,8/20/2024,India,Delhi,-0.2,59,164.1,445,None,Koeppen-A,Arid,Wetland,2.8,30.2,SW,Summer,5156730,72293250.08,5
ind_234,8/21/2024,India,Delhi,12.9,69,92.5,187,None,Koeppen-A,Arid,Wetland,16.4,9.9,SW,Summer,9681391,78255863.17,7
ind_235,8/22/2024,India,Delhi,32,26,183,117,None,Koeppen-B,Arid,Wetland,33.3,12.2,S,Summer,1714127,75030592.57,3
ind_236,8/23/2024,India,Delhi,42.7,27,154.8,178,None,Koeppen-B,Arid,Forest,44.1,21.7,NE,Summer,1058371,60336492.49,3
ind_237,8/24/2024,India,Delhi,41.9,99,34.5,66,None,Koeppen-D,Arid,Grassland,46.9,20.6,SE,Summer,5740701,39908058.1,6
ind_238,8/25/2024,India,Delhi,4.8,72,107.7,42,None,Koeppen-D,Arid,Forest,8.4,10.5,NE,Summer,1666401,50562459.76,3
ind_239,8/26/2024,India,Delhi,-5.6,97,169.2,436,None,Koeppen-A,Arid,Grassland,-0.7,13.9,W,Summer,2086610,883956.28,3
ind_240,8/27/2024,India,Delhi,30.1,22,132.4,367,None,Koeppen-B,Arid,Tundra,31.2,1.5,SE,Summer,1682026,63373389.77,7
ind_241,8/28/2024,India,Delhi,1.8,59,184.4,192,Heatwave,Koeppen-D,Arid,Desert,4.8,3.8,W,Summer,597168,22844242.7,2
ind_242,8/29/2024,India,Delhi,43.4,88,96.4,209,Hurricane,Koeppen-B,Arid,Tundra,47.8,13.1,N,Summer,5636034,23759385.9,8
ind_243,8/30/2024,India,Delhi,31.4,70,101.1,497,None,Koeppen-C,Arid,Forest,34.9,29.2,NW,Summer,233891,16152384.44,4
ind_244,8/31/2024,India,Delhi,41.3,61,121.1,359,None,Koeppen-A,Arid,Wetland,44.3,32.1,N,Summer,2570687,71976102.95,1
ind_245,9/1/2024,India,Delhi,1.7,38,197.7,277,None,Koeppen-A,Arid,Tundra,3.6,38.2,E,Autumn,7290913,34640415.44,4
ind_246,9/2/2024,India,Delhi,18.4,77,9.4,36,None,Koeppen-A,Arid,Grassland,22.2,8.1,S,Autumn,5324977,11163132.8,3
ind_247,9/3/2024,India,Delhi,18.9,71,188.6,458,None,Koeppen-B,Arid,Desert,22.4,26,S,Autumn,3707389,75268848.16,5
ind_248,9/4/2024,India,Delhi,-2.2,19,31.1,48,None,Koeppen-A,Arid,Wetland,-1.2,6.3,N,Autumn,8474639,7909550.19,7
ind_249,9/5/2024,India,Delhi,20.9,79,144.2,26,None,Koeppen-C,Arid,Forest,24.8,13.4,SE,Autumn,9376364,47452561.92,3
ind_250,9/6/2024,India,Delhi,42.9,46,36.2,60,None,Koeppen-A,Arid,Forest,45.2,38.2,E,Autumn,8389578,60599456.36,2
ind_251,9/7/2024,India,Delhi,-7.7,60,190.9,130,None,Koeppen-C,Arid,Tundra,-4.7,25.9,N,Autumn,8836654,61532085.42,8
ind_252,9/8/2024,India,Delhi,17.7,94,184.6,201,None,Koeppen-D,Arid,Tundra,22.4,15.7,SE,Autumn,2040489,14804452.37,4
ind_253,9/9/2024,India,Delhi,3,88,47.8,368,None,Koeppen-C,Arid,Wetland,7.4,30.7,E,Autumn,4670003,99204997.4,1
ind_254,9/10/2024,India,Delhi,-6.1,97,38.4,380,None,Koeppen-D,Arid,Desert,-1.2,27,SW,Autumn,9400986,74898003.33,1
ind_255,9/11/2024,India,Delhi,39.9,46,133.3,29,None,Koeppen-A,Arid,Wetland,42.2,29.3,NW,Autumn,9081184,67999545.89,1
ind_256,9/12/2024,India,Delhi,-6.9,77,124.5,132,Hurricane,Koeppen-A,Arid,Grassland,-3.1,9.6,SE,Autumn,8877193,24758172.93,4
ind_257,9/13/2024,India,Delhi,-1.3,95,115,281,Heatwave,Koeppen-A,Arid,Desert,3.5,26.1,NW,Autumn,1530423,60573022.73,8
ind_258,9/14/2024,India,Delhi,3.1,18,93,343,None,Koeppen-C,Arid,Forest,4,0.7,E,Autumn,4537708,52842709.06,8
ind_259,9/15/2024,India,Delhi,-3.8,20,104.8,203,None,Koeppen-C,Arid,Wetland,-2.8,11.2,E,Autumn,2087039,95993301.03,10
ind_260,9/16/2024,India,Delhi,2.5,32,22.7,455,Flood,Koeppen-D,Arid,Forest,4.1,33.2,W,Autumn,3563904,80667724.02,6
ind_261,9/17/2024,India,Delhi,10.4,50,46.8,144,None,Koeppen-C,Arid,Forest,12.9,12.1,SE,Autumn,4408277,68514419.46,2
ind_262,9/18/2024,India,Delhi,-6.2,63,36.3,278,None,Koeppen-B,Arid,Wetland,-3,18.5,E,Autumn,4410395,17399434.12,2
ind_263,9/19/2024,India,Delhi,13.2,65,108.4,367,None,Koeppen-D,Arid,Grassland,16.4,12.8,SW,Autumn,7931951,65545557.74,8
ind_264,9/20/2024,India,Delhi,-8.5,93,109.9,203,None,Koeppen-D,Arid,Grassland,-3.8,38.9,SW,Autumn,7979097,14406669.15,1
ind_265,9/21/2024,India,Delhi,-5,71,144.2,339,None,Koeppen-A,Arid,Forest,-1.4,7.4,E,Autumn,7956470,34841152.14,9
ind_266,9/22/2024,India,Delhi,13.5,64,94.5,272,Flood,Koeppen-B,Arid,Tundra,16.7,31.3,SW,Autumn,7320853,14668875.2,1
ind_267,9/23/2024,India,Delhi,36.5,93,166.9,186,Flood,Koeppen-C,Arid,Grassland,41.1,24.9,W,Autumn,9463811,27192292.5,3
ind_268,9/24/2024,India,Delhi,-2.4,91,144,144,None,Koeppen-C,Arid,Grassland,2.1,22.7,N,Autumn,6908825,29039684.83,1
ind_269,9/25/2024,India,Delhi,37.4,75,99.8,276,Flood,Koeppen-A,Arid,Desert,41.1,0.9,W,Autumn,7872261,19640263.03,8
ind_270,9/26/2024,India,Delhi,29.7,51,17.1,438,None,Koeppen-A,Arid,Tundra,32.2,30.5,E,Autumn,7457094,85490788.33,3
ind_271,9/27/2024,India,Delhi,0.5,21,30.5,120,None,Koeppen-B,Arid,Grassland,1.6,29.5,NE,Autumn,9402197,17999328.81,5
ind_272,9/28/2024,India,Delhi,9.2,38,4.1,62,None,Koeppen-C,Arid,Forest,11.1,28,SW,Autumn,9192502,59491570.78,3
ind_273,9/29/2024,India,Delhi,26.9,62,186,388,None,Koeppen-B,Arid,Tundra,30,11.5,NE,Autumn,722947,48901188.87,8
ind_274,9/30/2024,India,Delhi,15.2,87,184.7,179,None,Koeppen-D,Arid,Forest,19.6,5.7,NE,Autumn,5079950,90516350.62,3
ind_275,10/1/2024,India,Delhi,19.3,43,21.5,58,None,Koeppen-A,Arid,Grassland,21.4,1.7,SE,Autumn,5991424,26034906.38,4
ind_276,10/2/2024,India,Delhi,15.2,17,41.1,440,Hurricane,Koeppen-A,Arid,Grassland,16.1,12.7,SW,Autumn,4624859,98789002.84,10
ind_277,10/3/2024,India,Delhi,36.8,79,195.9,394,Heatwave,Koeppen-B,Arid,Desert,40.8,7.8,E,Autumn,5446233,69172605.74,3
ind_278,10/4/2024,India,Delhi,12,51,100.7,101,None,Koeppen-D,Arid,Wetland,14.6,10.7,SW,Autumn,5285346,87260196,8
ind_279,10/5/2024,India,Delhi,-1.3,17,133.1,222,None,Koeppen-A,Arid,Forest,-0.4,20.1,S,Autumn,3455289,1750382.35,3
ind_280,10/6/2024,India,Delhi,-7.8,29,19.5,81,None,Koeppen-C,Arid,Grassland,-6.3,33.7,W,Autumn,6197424,17310579.83,7
ind_281,10/7/2024,India,Delhi,43.5,35,93.6,130,None,Koeppen-A,Arid,Desert,45.2,5,SE,Autumn,7387084,2188032.21,8
ind_282,10/8/2024,India,Delhi,23.3,14,198.3,170,None,Koeppen-C,Arid,Tundra,24,10.5,SW,Autumn,2599184,86199360.08,8
ind_283,10/9/2024,India,Delhi,44.5,50,29,190,Flood,Koeppen-A,Arid,Tundra,47,31.3,SE,Autumn,439773,88299105.56,5
ind_284,10/10/2024,India,Delhi,38.5,39,36,402,None,Koeppen-A,Arid,Desert,40.5,39.6,SW,Autumn,1706589,88451599.7,7
ind_285,10/11/2024,India,Delhi,2.8,37,53.7,134,None,Koeppen-B,Arid,Forest,4.7,15.1,NE,Autumn,8450319,69665733.84,4
ind_286,10/12/2024,India,Delhi,8.5,18,140.3,423,Heatwave,Koeppen-C,Arid,Forest,9.4,27,SW,Autumn,5513044,46023619.04,7
ind_287,10/13/2024,India,Delhi,37,44,174.9,394,None,Koeppen-C,Arid,Forest,39.2,15.4,W,Autumn,4551301,49174328.57,2
ind_288,10/14/2024,India,Delhi,6.4,23,105.5,32,None,Koeppen-A,Arid,Forest,7.6,17.3,SW,Autumn,695211,12300659.16,7
ind_289,10/15/2024,India,Delhi,44.9,37,97.7,29,None,Koeppen-D,Arid,Desert,46.8,17.5,W,Autumn,9680257,36176302.95,10
ind_290,10/16/2024,India,Delhi,8.7,73,22.9,228,None,Koeppen-C,Arid,Tundra,12.3,14.3,NE,Autumn,7779852,42514884.56,3
ind_291,10/17/2024,India,Delhi,-1.2,20,94,469,None,Koeppen-C,Arid,Wetland,-0.2,16.6,NW,Autumn,4954314,60900627.62,4
ind_292,10/18/2024,India,Delhi,1.2,93,172,442,Hurricane,Koeppen-D,Arid,Grassland,5.9,31.5,NW,Autumn,6896943,52105062.06,6
ind_293,10/19/2024,India,Delhi,8.9,80,78.3,258,None,Koeppen-C,Arid,Grassland,12.9,32.9,N,Autumn,7533532,3126979.99,6
ind_294,10/20/2024,India,Delhi,40.2,97,178.1,361,None,Koeppen-B,Arid,Desert,45.1,34.7,E,Autumn,7473364,12061360.32,2
ind_295,10/21/2024,India,Delhi,29.1,21,11,35,None,Koeppen-D,Arid,Desert,30.2,7.2,NW,Autumn,8000563,72178528.19,9
ind_296,10/22/2024,India,Delhi,21.5,56,107.6,139,None,Koeppen-D,Arid,Wetland,24.3,0.9,SE,Autumn,7485778,98859914.68,9
ind_297,10/23/2024,India,Delhi,34.9,43,124.2,466,None,Koeppen-B,Arid,Grassland,37,6.5,S,Autumn,5328568,61457447.39,8
ind_298,10/24/2024,India,Delhi,14.7,22,134.7,42,None,Koeppen-A,Arid,Grassland,15.8,24.5,NE,Autumn,4859281,86251593.94,8
ind_299,10/25/2024,India,Delhi,-1.9,76,190.3,98,None,Koeppen-D,Arid,Grassland,1.9,17.7,E,Autumn,7344355,87836872.52,4
ind_300,10/26/2024,India,Delhi,24.1,63,112.2,154,Flood,Koeppen-A,Arid,Tundra,27.2,7.7,E,Autumn,4511547,33214227.25,2
ind_301,10/27/2024,India,Delhi,35.7,54,59.7,290,Flood,Koeppen-D,Arid,Forest,38.4,2.1,S,Autumn,1662380,39995158.1,2
ind_302,10/28/2024,India,Delhi,21,33,31.4,393,None,Koeppen-A,Arid,Grassland,22.6,29.9,NW,Autumn,9421459,6909677.85,9
ind_303,10/29/2024,India,Delhi,5.3,90,161.4,32,None,Koeppen-B,Arid,Tundra,9.8,8.6,SE,Autumn,6603024,82256263.29,1
ind_304,10/30/2024,India,Delhi,-3.1,55,49,102,None,Koeppen-C,Arid,Tundra,-0.4,0.2,N,Autumn,4751320,85942452.66,7
ind_305,10/31/2024,India,Delhi,25.1,30,193.6,280,Hurricane,Koeppen-A,Arid,Desert,26.6,10.9,E,Autumn,4259229,74419666.41,9
ind_306,11/1/2024,India,Delhi,2.7,40,155,241,None,Koeppen-D,Arid,Desert,4.7,26.1,SE,Autumn,8550352,19278325.33,5
ind_307,11/2/2024,India,Delhi,17.5,14,177.7,174,None,Koeppen-C,Arid,Grassland,18.2,4.5,N,Autumn,7264753,8354361.6,7
ind_308,11/3/2024,India,Delhi,8.9,87,127.5,460,None,Koeppen-D,Arid,Forest,13.2,13.9,W,Autumn,3073998,16261887.74,5
ind_309,11/4/2024,India,Delhi,-4.7,67,60.2,137,Flood,Koeppen-C,Arid,Forest,-1.4,20,NW,Autumn,4439859,91460719.1,7
ind_310,11/5/2024,India,Delhi,39,66,192.5,251,None,Koeppen-A,Arid,Forest,42.3,14.5,SW,Autumn,5310763,40071360.33,6
ind_311,11/6/2024,India,Delhi,38.9,68,184.8,240,None,Koeppen-D,Arid,Wetland,42.3,13.3,E,Autumn,3057777,49754644.24,5
ind_312,11/7/2024,India,Delhi,-0.8,79,159.4,374,None,Koeppen-A,Arid,Wetland,3.2,34.9,W,Autumn,4103908,22123897.03,6
ind_313,11/8/2024,India,Delhi,-2.4,98,173.8,75,None,Koeppen-D,Arid,Wetland,2.5,4.5,E,Autumn,8992055,73334018.22,5
ind_314,11/9/2024,India,Delhi,41.5,48,41.9,293,Hurricane,Koeppen-A,Arid,Wetland,43.9,9.2,NW,Autumn,9693975,68407611.39,4
ind_315,11/10/2024,India,Delhi,24.9,73,63.5,478,None,Koeppen-A,Arid,Tundra,28.5,18.3,SE,Autumn,8834653,96204999.94,2
ind_316,11/11/2024,India,Delhi,19.4,34,180.8,212,None,Koeppen-A,Arid,Wetland,21.1,29.9,W,Autumn,1093298,60067302.27,1
ind_317,11/12/2024,India,Delhi,-2.5,89,147.8,492,None,Koeppen-D,Arid,Wetland,2,35.6,N,Autumn,323001,19984405.66,1
ind_318,11/13/2024,India,Delhi,28.4,43,157.7,428,None,Koeppen-C,Arid,Wetland,30.5,35.1,NE,Autumn,9189087,97781225.02,9
ind_319,11/14/2024,India,Delhi,-0.3,65,169.3,475,None,Koeppen-B,Arid,Wetland,3,34.3,E,Autumn,8942373,75442216.46,9
ind_320,11/15/2024,India,Delhi,-1.8,52,61.9,280,Flood,Koeppen-C,Arid,Grassland,0.8,35.3,SE,Autumn,3866131,15773190.8,10
ind_321,11/16/2024,India,Delhi,0.4,32,35.5,275,None,Koeppen-A,Arid,Desert,2,33.2,NE,Autumn,5538312,43746890.15,5
ind_322,11/17/2024,India,Delhi,14.9,59,97.4,356,None,Koeppen-B,Arid,Wetland,17.9,37.6,N,Autumn,2683974,6781838.14,2
ind_323,11/18/2024,India,Delhi,-1.2,30,129,306,None,Koeppen-A,Arid,Desert,0.3,27.9,N,Autumn,3668060,88586422.58,9
ind_324,11/19/2024,India,Delhi,13.3,42,52,351,Heatwave,Koeppen-C,Arid,Forest,15.4,14.4,W,Autumn,5849716,12522807.67,4
ind_325,11/20/2024,India,Delhi,14.9,85,1.5,251,None,Koeppen-C,Arid,Tundra,19.1,7.1,W,Autumn,5476526,87048253.13,10
ind_326,11/21/2024,India,Delhi,8,37,109.7,125,None,Koeppen-D,Arid,Tundra,9.8,1.2,SE,Autumn,2866278,65535582.88,9
ind_327,11/22/2024,India,Delhi,6.9,55,104.5,209,None,Koeppen-C,Arid,Desert,9.7,15.6,N,Autumn,7354005,70340314.33,2
ind_328,11/23/2024,India,Delhi,2.5,13,96.4,217,None,Koeppen-D,Arid,Forest,3.1,1,W,Autumn,8046484,6336261.87,9
ind_329,11/24/2024,India,Delhi,-9.7,24,120,261,None,Koeppen-D,Arid,Desert,-8.5,7,E,Autumn,1996207,48060989.6,10
ind_330,11/25/2024,India,Delhi,10.6,55,113.4,490,None,Koeppen-B,Arid,Forest,13.3,32.1,W,Autumn,587173,44770640.28,6
ind_331,11/26/2024,India,Delhi,-0.7,29,169.6,329,None,Koeppen-D,Arid,Wetland,0.8,21.9,SE,Autumn,1630949,77049383.09,8
ind_332,11/27/2024,India,Delhi,21.5,20,82.7,148,None,Koeppen-B,Arid,Desert,22.5,18.7,NE,Autumn,4498574,19679749.56,2
ind_333,11/28/2024,India,Delhi,25,70,4.2,30,Heatwave,Koeppen-D,Arid,Wetland,28.5,1.2,E,Autumn,722216,54364950.67,9
ind_334,11/29/2024,India,Delhi,37.6,11,58.2,289,None,Koeppen-B,Arid,Wetland,38.1,2.2,NE,Autumn,6970067,76314662.97,4
ind_335,11/30/2024,India,Delhi,34.1,45,98.9,10,None,Koeppen-D,Arid,Forest,36.4,22.9,SE,Autumn,4106463,49762335.42,8
ind_336,12/1/2024,India,Delhi,-9.1,40,52.3,276,None,Koeppen-C,Arid,Desert,-7.1,3.3,SE,Winter,74995,72093219.55,10
ind_337,12/2/2024,India,Delhi,35.3,24,78.1,82,None,Koeppen-D,Arid,Forest,36.5,24.1,NW,Winter,7056245,41564116.06,4
ind_338,12/3/2024,India,Delhi,-9.5,60,74.3,141,None,Koeppen-B,Arid,Grassland,-6.5,19.3,W,Winter,3426038,57617472,3
ind_339,12/4/2024,India,Delhi,0.5,64,190.3,35,None,Koeppen-A,Arid,Forest,3.7,29.6,SE,Winter,8046231,98155467.07,3
ind_340,12/5/2024,India,Delhi,34.7,13,171.6,264,None,Koeppen-C,Arid,Wetland,35.4,10,W,Winter,6797535,27329567.21,9
ind_341,12/6/2024,India,Delhi,39,18,13.9,472,None,Koeppen-D,Arid,Tundra,39.9,36,NE,Winter,9368316,81488410.61,1
ind_342,12/7/2024,India,Delhi,14.2,52,28.9,170,None,Koeppen-D,Arid,Grassland,16.8,20.4,SE,Winter,4115434,5200865.76,4
ind_343,12/8/2024,India,Delhi,-3.1,87,91.8,253,None,Koeppen-A,Arid,Grassland,1.3,16.5,W,Winter,8285683,9357515.2,3
ind_344,12/9/2024,India,Delhi,2.7,74,175.3,419,None,Koeppen-C,Arid,Desert,6.4,29,SE,Winter,3733156,33469809.7,4
ind_345,12/10/2024,India,Delhi,6.1,73,84.2,316,None,Koeppen-B,Arid,Forest,9.8,17.7,SW,Winter,4692976,40338140.89,9
ind_346,12/11/2024,India,Delhi,32,16,59.8,135,None,Koeppen-B,Arid,Forest,32.8,18.9,E,Winter,670313,36423985.44,8
ind_347,12/12/2024,India,Delhi,18.4,71,81,282,None,Koeppen-A,Arid,Wetland,21.9,27.1,S,Winter,1174174,11200502.76,7
ind_348,12/13/2024,India,Delhi,11.5,81,61.9,495,None,Koeppen-A,Arid,Desert,15.6,29.5,NE,Winter,3973228,52552730.54,3
ind_349,12/14/2024,India,Delhi,27.6,81,106.6,379,None,Koeppen-B,Arid,Wetland,31.7,8,S,Winter,3053985,47804069.54,4
ind_350,12/15/2024,India,Delhi,43.7,73,135,51,None,Koeppen-D,Arid,Forest,47.4,35.5,NW,Winter,4810928,60202501.21,4
ind_351,12/16/2024,India,Delhi,7.1,51,20.2,191,None,Koeppen-C,Arid,Tundra,9.7,31.7,NW,Winter,3388255,16213403.96,7
ind_352,12/17/2024,India,Delhi,1.1,45,130.3,323,None,Koeppen-B,Arid,Tundra,3.4,23.7,N,Winter,2155315,68313447.98,6
ind_353,12/18/2024,India,Delhi,15.1,75,60.6,270,Drought,Koeppen-D,Arid,Forest,18.9,22.3,SW,Winter,1501315,17881071.24,7
ind_354,12/19/2024,India,Delhi,16.3,16,12.9,148,None,Koeppen-D,Arid,Grassland,17.1,14.2,SW,Winter,8838123,18336928.23,10
ind_355,12/20/2024,India,Delhi,41.6,85,100.5,207,None,Koeppen-A,Arid,Forest,45.9,3.4,N,Winter,3238914,66098266.54,9
ind_356,12/21/2024,India,Delhi,13.9,31,34.1,27,None,Koeppen-A,Arid,Desert,15.5,28.8,NW,Winter,7909209,24938923.01,10
ind_357,12/22/2024,India,Delhi,-3.9,76,194.7,415,None,Koeppen-A,Arid,Grassland,-0.1,28.3,W,Winter,4100965,61363959.24,3
ind_358,12/23/2024,India,Delhi,15.8,19,172.3,362,Hurricane,Koeppen-C,Arid,Grassland,16.8,33.4,SW,Winter,4984263,27936810.43,9
ind_359,12/24/2024,India,Delhi,35.5,73,68.5,364,None,Koeppen-B,Arid,Forest,39.1,25.3,SE,Winter,2546411,60308578.1,9
ind_360,12/25/2024,India,Delhi,18.1,40,138.8,308,None,Koeppen-B,Arid,Wetland,20.1,31.1,SW,Winter,5170602,66273082.31,5
